City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,codrington,-38.2667,141.9667,9.49,71,100,4.41,AU,1719747649
289,nova vicosa,-17.8919,-39.3719,24.79,65,31,0.47,BR,1719747651
290,bryne,58.7354,5.6477,13.88,85,40,4.12,NO,1719747653
291,mokrous,51.2333,47.5167,26.04,28,47,4.62,RU,1719747655
292,antofagasta,-23.65,-70.4,12.6,64,35,1.54,CL,1719747364
293,gornopravdinsk,60.05,69.9,14.25,77,99,0.41,RU,1719747658
294,rio preto da eva,-2.6994,-59.6997,27.33,68,8,0.69,BR,1719747660
295,tamandare,-8.7597,-35.1047,24.95,76,72,2.09,BR,1719747663
296,pisco,-13.7,-76.2167,16.03,88,100,1.03,PE,1719747665
297,leer,53.2316,7.461,21.67,71,100,0.45,DE,1719747667
298,scottsburg,38.6856,-85.7702,25.89,62,19,1.34,US,1719747668
299,szczebrzeszyn,50.695,22.9795,31.71,41,12,5.19,PL,1719747670
300,holualoa,19.6228,-155.9522,21.91,93,0,2.06,US,1719747672
301,pucheng,27.9233,118.5333,25.09,95,100,1.12,CN,1719747674
302,guangyuan,32.442,105.823,27.15,72,100,5.41,CN,1719747675
303,luderitz,-26.6481,15.1594,16.6,71,27,4.12,NA,1719747677
304,wamba,8.9333,8.6,31.17,55,18,2.63,NG,1719747679
305,al muwayh,22.4333,41.7583,40.64,6,26,8.45,SA,1719747681
306,sitka,57.0531,-135.33,12.94,88,100,2.06,US,1719747685
307,shancheng,34.7953,116.0817,23.99,85,77,7.1,CN,1719747687
308,tweed heads,-28.1817,153.547,21.23,94,100,2.06,AU,1719747688
309,edson,53.5835,-116.4356,9.08,93,0,2.57,CA,1719747690
310,virginia beach,36.8529,-75.978,27.81,91,20,5.66,US,1719747692
311,chai nat,15.1167,100.1,30.59,99,100,3.8,TH,1719747693
312,nykvarn,59.8,18.3,17.99,63,92,1.29,SE,1719747695
313,caconda,-13.7333,15.0667,25.88,17,0,2.25,AO,1719747697
314,weno,7.4515,151.8468,28.82,78,33,5.84,FM,1719747699
315,karratha,-20.7377,116.8463,21.93,38,0,3.0,AU,1719747701
316,teknaf,20.8624,92.3058,28.04,85,100,7.28,BD,1719747702
317,douentza,14.9951,-2.9517,37.47,32,34,4.61,ML,1719747704
318,urumqi,43.801,87.6005,28.53,35,0,4.0,CN,1719747706
319,berdigestyakh,62.0989,126.6992,18.33,92,100,3.09,RU,1719747708
320,tekeli,44.83,78.8239,18.09,84,100,3.75,KZ,1719747710
321,chibougamau,49.9168,-74.3659,12.79,94,100,4.12,CA,1719747712
322,saipan,15.1355,145.701,28.39,83,20,6.17,MP,1719747713
323,severo-yeniseyskiy,60.3725,93.0408,25.82,51,16,7.93,RU,1719747715
324,kandyagash,49.4744,57.4233,15.58,59,100,7.82,KZ,1719747717
325,santa elena de uairen,4.6167,-61.1333,22.06,71,31,0.53,VE,1719747719
326,mariental,-24.6333,17.9667,25.59,16,0,8.67,NA,1719747720
327,tura,25.5198,90.2201,25.67,95,100,3.33,IN,1719747722
328,raja,8.4596,25.678,32.36,42,100,1.63,SS,1719747724
329,melekeok village,7.4957,134.6367,27.31,89,100,3.09,PW,1719747726
330,road town,18.4167,-64.6167,29.02,79,75,4.12,VG,1719747727
331,lamu,-2.2717,40.902,26.94,70,42,7.44,KE,1719747729
332,temuco,-38.7333,-72.6,1.87,82,92,1.83,CL,1719747731
333,thief river falls,48.1191,-96.1812,7.53,100,0,0.0,US,1719747733
334,coeur d'alene,47.6777,-116.7805,17.74,84,40,3.09,US,1719747473
335,ilam,26.9167,87.9167,25.15,92,91,1.08,NP,1719747736
336,vilyuysk,63.7553,121.6247,19.15,66,65,1.96,RU,1719747738
337,skhira,34.2992,10.07,34.82,50,4,6.21,TN,1719747740
338,kakching,24.4833,93.9833,27.88,95,100,0.83,IN,1719747741
339,sao joao da barra,-21.6403,-41.0511,22.05,86,100,6.23,BR,1719747743
340,guerrero negro,27.9769,-114.0611,17.64,89,71,3.73,MX,1719747745
341,mejit,10.2753,170.8646,27.84,79,100,7.19,MH,1719747747
342,haiku-pauwela,20.9219,-156.3051,21.81,69,6,2.68,US,1719747748
343,al jawf,29.5,38.75,38.22,12,0,3.64,SA,1719747750
344,namsos,64.4662,11.4957,17.95,42,40,3.09,NO,1719747752
345,nabire,-3.3667,135.4833,24.85,92,100,0.73,ID,1719747754
346,biltine,14.5333,20.9167,33.31,40,100,5.63,TD,1719747756
347,priozersk,61.0393,30.1291,25.0,49,83,2.68,RU,1719747758
348,lenger,42.183,69.8839,31.69,20,4,6.11,KZ,1719747760
349,ghat,24.9647,10.1728,40.71,7,3,6.89,LY,1719747762
350,saint-denis,48.9167,2.3333,23.36,58,100,3.6,FR,1719747764
351,hovd,48.0056,91.6419,29.96,21,71,2.92,MN,1719747766
352,kasongo-lunda,-6.4667,16.8167,35.82,19,58,0.36,CD,1719747768
353,monforte de lemos,42.5216,-7.5142,23.09,62,81,1.77,ES,1719747771
354,alexandria,31.2156,29.9553,30.3,67,48,5.99,EG,1719747773
355,naze,28.3667,129.4833,26.51,86,100,5.42,JP,1719747775
356,nam dinh,20.4167,106.1667,31.09,70,100,5.71,VN,1719747777
357,jijiga,9.35,42.8,27.07,38,20,7.78,ET,1719747779
358,erdenet,49.0333,104.0833,20.63,60,20,2.13,MN,1719747781
359,ambon,-3.6954,128.1814,27.71,95,75,2.06,ID,1719747782
360,kingston,17.997,-76.7936,26.76,74,34,3.09,JM,1719747784
361,twon-brass,4.3151,6.2418,27.48,78,98,5.85,NG,1719747786
362,asau,46.4333,26.4,33.94,32,0,3.27,RO,1719747788
363,abalak,58.1286,68.5944,15.34,72,89,4.06,RU,1719747789
364,puerto baquerizo moreno,-0.9,-89.6,21.05,88,58,4.52,EC,1719747791
365,balikpapan,-1.2675,116.8289,27.55,94,20,2.06,ID,1719747793
366,xuddur,4.1213,43.8894,31.66,31,74,10.22,SO,1719747795
367,mount pleasant,32.7941,-79.8626,28.33,92,0,0.45,US,1719747667
368,mersing,2.4312,103.8405,23.95,100,40,2.57,MY,1719747798
369,lagoa do itaenga,-7.9361,-35.2903,23.9,72,60,2.78,BR,1719747800
370,i-n-salah,27.1935,2.4607,47.1,5,0,5.47,DZ,1719747802
371,dubbo,-32.25,148.6167,6.07,81,12,3.09,AU,1719747804
372,linxia chengguanzhen,35.6003,103.2064,17.03,66,99,1.74,CN,1719747806
373,marquelia,16.5833,-98.8167,25.12,88,100,1.73,MX,1719747807
374,dwarka,22.2394,68.9678,29.86,85,71,9.36,IN,1719747809
375,dunedin,-45.8742,170.5036,8.78,82,100,4.02,NZ,1719747811
376,nova sintra,14.8667,-24.7167,24.05,78,5,5.09,CV,1719747813
377,al kharijah,25.4514,30.5464,39.16,16,6,4.44,EG,1719747815
378,hola,51.5377,23.1902,33.1,39,1,5.74,PL,1719747817
379,mamuju,-2.6748,118.8885,25.86,90,68,2.02,ID,1719747820
380,nchelenge,-9.3451,28.734,25.21,43,19,4.53,ZM,1719747822
381,vanimo,-2.6741,141.3028,25.42,93,100,2.61,PG,1719747824
382,rawson,-43.3002,-65.1023,5.17,54,67,5.79,AR,1719747825
383,la passe,45.5549,-0.8967,22.23,71,15,4.35,FR,1719747827
384,vila velha,-20.3297,-40.2925,22.97,83,20,1.54,BR,1719747830
385,kone,-21.0595,164.8658,18.89,82,24,1.98,NC,1719747832
386,inhambane,-23.865,35.3833,26.99,54,40,3.09,MZ,1719747834
387,nova olimpia,-14.7972,-57.2881,17.27,79,8,2.04,BR,1719747836
388,darwin,-12.4611,130.8418,26.99,69,0,4.63,AU,1719747811
389,springbok,-29.6643,17.8865,16.86,44,99,5.37,ZA,1719747841
390,lysekil,58.2743,11.4358,16.68,91,100,0.45,SE,1719747844
391,kimbe,-5.5502,150.1429,24.47,90,99,2.51,PG,1719747774
392,paraiso,9.8383,-83.8656,18.31,100,74,1.73,CR,1719747849
393,uusikaupunki,60.8004,21.4084,17.16,74,97,5.53,FI,1719747852
394,berbera,10.4396,45.0143,36.79,38,25,5.25,SO,1719747854
395,chegdomyn,51.1167,133.0167,13.84,53,16,1.27,RU,1719747857
396,porbandar,21.6422,69.6093,29.62,82,87,9.46,IN,1719747860
397,port alberni,49.2413,-124.8028,15.91,92,100,0.89,CA,1719747578
398,sinop,41.7711,34.8709,23.62,49,0,6.62,TR,1719747865
399,tralee,52.2704,-9.7026,15.14,72,75,3.09,IE,1719747867
400,klyuchi,52.2667,79.1667,29.62,34,24,1.28,RU,1719747869
401,el hadjira,32.6134,5.5126,47.77,5,1,5.76,DZ,1719747872
402,aginskoye,51.1,114.53,22.54,46,54,3.03,RU,1719747875
403,kentville,45.0835,-64.4988,15.14,91,100,2.06,CA,1719747877
404,caleta de carquin,-11.0925,-77.6267,17.26,86,50,4.27,PE,1719747880
405,vallenar,-28.5708,-70.7581,15.14,23,0,1.58,CL,1719747882
406,northam,51.0333,-4.2167,17.01,76,6,6.13,GB,1719747885
407,atlantic,39.4668,-74.6663,23.52,96,20,4.63,US,1719747888
408,mili,6.0815,171.735,28.06,74,91,2.62,MH,1719747890
409,hamar,60.7945,11.068,19.72,35,32,2.73,NO,1719747893
410,laguna,38.421,-121.4238,22.02,68,0,0.0,US,1719747895
411,baker city,44.7749,-117.8344,13.69,83,100,2.13,US,1719747898
412,conception bay south,47.4999,-52.9981,13.58,87,100,4.94,CA,1719747900
413,dulce grande,23.0,-102.1667,15.8,79,100,4.14,MX,1719747903
414,metro,-5.1131,105.3067,25.14,89,66,1.56,ID,1719747906
415,illizi,26.4833,8.4667,42.89,6,0,7.16,DZ,1719747908
416,kresttsy,58.2452,32.5165,25.81,41,27,2.91,RU,1719747911
417,pavlovka,52.6897,47.1405,25.18,31,26,3.52,RU,1719747913
418,kirs,59.3388,52.2447,26.09,35,45,4.07,RU,1719747916
419,hawera,-39.5917,174.2833,11.8,91,90,4.13,NZ,1719747919
420,lamar,33.6668,-95.5836,27.21,93,88,2.7,US,1719747922
421,miles city,46.4083,-105.8406,15.54,72,0,3.6,US,1719747924
422,selfoss,63.9331,-20.9971,12.8,89,100,6.59,IS,1719747927
423,antsiranana,-12.2787,49.2917,30.42,45,75,7.2,MG,1719747929
424,nizhniy kuranakh,58.8353,125.4869,17.36,93,100,1.42,RU,1719747932
425,sentjur,46.2172,15.3975,32.55,56,51,6.0,SI,1719747935
426,oranjemund,-28.55,16.4333,16.22,77,55,4.99,NA,1719747938
427,manggar,-2.8833,108.2667,27.56,79,81,3.1,ID,1719747940
428,bodaybo,57.8506,114.1933,25.0,73,75,1.19,RU,1719747943
429,port blair,11.6667,92.75,26.8,85,100,5.6,IN,1719747665
430,ialibu,-6.2821,143.9935,14.87,96,79,0.72,PG,1719747954
431,goundam,16.4145,-3.6708,38.9,27,38,6.36,ML,1719747959
432,pierre,44.3683,-100.351,13.81,82,0,2.68,US,1719747962
433,dracut,42.6704,-71.302,25.65,83,20,4.12,US,1719747964
434,pangody,65.85,74.4859,10.55,88,99,2.21,RU,1719747967
435,kalmunai,7.4167,81.8167,31.85,61,71,9.65,LK,1719747969
436,illapel,-31.6308,-71.1653,14.7,34,0,2.53,CL,1719747972
437,port macquarie,-31.4333,152.9167,13.93,98,99,0.89,AU,1719747974
438,namibe,-15.1961,12.1522,24.61,51,0,6.75,AO,1719747977
439,garoua boulai,5.8833,14.55,28.47,51,72,1.94,CM,1719747680
440,mount pearl,47.5166,-52.7813,13.25,86,75,6.69,CA,1719747983
441,tchibanga,-2.85,11.0333,33.17,40,30,0.94,GA,1719747985
442,coahuayana de hidalgo,18.7,-103.6583,23.93,94,92,0.61,MX,1719747988
443,mokhsogollokh,61.4681,128.9203,18.99,70,100,1.57,RU,1719747990
444,kosong,38.3788,128.4676,21.27,94,55,4.13,KR,1719747995
445,cannonvale,-20.2833,148.7,21.66,86,8,2.73,AU,1719748009
446,puerto madryn,-42.7692,-65.0385,5.93,51,41,5.61,AR,1719748011
447,manado,1.487,124.8455,25.43,100,40,1.03,ID,1719747668
448,bani walid,31.7566,13.9942,36.73,20,0,5.71,LY,1719747765
449,nola,40.922,14.5329,31.61,60,15,4.3,IT,1719748020
450,port loko,8.7667,-12.7833,29.95,68,93,2.02,SL,1719748023
451,hanceville,34.0607,-86.7675,25.95,94,20,1.83,US,1719748025
452,lompoc,34.6391,-120.4579,11.74,95,100,0.0,US,1719748027
453,nemuro,43.3236,145.575,13.91,93,100,6.69,JP,1719748029
454,laramie,41.3114,-105.5911,11.64,80,59,3.44,US,1719748031
455,wynyard,-41.0,145.7167,5.14,83,4,3.6,AU,1719748034
456,pacific grove,36.6177,-121.9166,13.01,92,0,1.54,US,1719748037
457,shiraz,29.6036,52.5388,38.69,16,20,2.06,IR,1719748039
458,orapa,-21.2833,25.3667,25.14,20,0,1.37,BW,1719748042
459,rabo de peixe,37.8,-25.5833,21.73,68,75,5.66,PT,1719748044
460,rauma,61.1272,21.5113,19.02,61,95,5.25,FI,1719747981
461,saint-philippe,-21.3585,55.7679,24.77,64,40,4.74,RE,1719748048
462,ceerigaabo,10.6162,47.368,27.02,35,43,9.99,SO,1719748051
463,corrientes,-27.4806,-58.8341,8.34,83,0,0.89,AR,1719748053
464,newman,37.3138,-121.0208,21.27,72,1,2.04,US,1719748055
465,trevelin,-43.0858,-71.4639,4.71,99,98,1.4,AR,1719748057
466,ketchikan,55.3422,-131.6461,12.26,100,100,2.57,US,1719748060
467,jean-rabel,19.8533,-73.1917,27.59,74,27,3.14,HT,1719748062
468,dalnegorsk,44.5604,135.5701,17.67,96,100,1.76,RU,1719748064
469,ostersund,63.1792,14.6357,15.25,63,0,2.06,SE,1719748067
470,inyonga,-6.7167,32.0667,29.27,23,27,2.21,TZ,1719748069
471,alice springs,-23.7,133.8833,12.75,94,100,4.63,AU,1719747906
472,margate,51.3813,1.3862,15.94,83,99,6.39,GB,1719748074
473,irbit,57.6705,63.071,19.23,49,67,4.15,RU,1719748076
474,lebyazh'ye,55.2689,66.4947,19.69,74,71,4.51,RU,1719748079
475,zindah jan,34.3426,61.7468,35.33,16,16,12.71,AF,1719748081
476,conceicao da barra,-18.5933,-39.7322,25.67,68,30,1.46,BR,1719748083
477,dongtai,32.8523,120.3095,24.83,92,100,2.06,CN,1719748086
478,sukhobezvodnoye,57.0491,44.8891,27.83,38,1,2.84,RU,1719748088
479,san andres,12.5847,-81.7006,28.01,89,20,4.63,CO,1719747808
480,nellore,14.4333,79.9667,33.26,51,100,4.13,IN,1719747787
481,tuba city,36.135,-111.2399,22.43,63,78,1.34,US,1719748096
482,christchurch,-43.5333,172.6333,9.97,85,81,0.51,NZ,1719747887
483,pocatello,42.8713,-112.4455,14.95,58,0,1.54,US,1719748100
484,coshocton,40.272,-81.8596,24.69,92,44,2.9,US,1719748103
485,mongo,12.1844,18.693,34.12,36,94,4.09,TD,1719748106
486,baykal'sk,51.5058,104.1469,18.0,68,6,0.63,RU,1719748108
487,los llanos de aridane,28.6585,-17.9182,21.74,82,75,4.63,ES,1719748111
488,olinda,-8.0089,-34.8553,24.85,78,40,3.6,BR,1719748113
489,nalut,30.3333,10.85,40.49,10,0,3.35,LY,1719748115
490,carolina beach,34.0352,-77.8936,28.04,93,5,3.26,US,1719748117
491,semey,50.4111,80.2275,32.12,33,0,5.0,KZ,1719748120
492,dravograd,46.5881,15.0192,33.06,38,67,5.87,SI,1719748122
493,coquimbo,-29.9533,-71.3436,8.85,100,100,1.54,CL,1719748124
494,al jubayl,27.0112,49.6583,37.28,40,54,5.75,SA,1719748127
495,puerto lempira,15.2667,-83.7667,25.8,87,100,1.76,HN,1719748129
496,linyi,35.0631,118.3428,29.16,51,3,4.04,CN,1719748008
497,marang,5.2056,103.2059,24.95,86,100,1.32,MY,1719748134
498,laibin,23.7,109.2667,27.34,88,100,3.59,CN,1719748137
499,kyren,51.6828,102.1408,26.32,50,3,2.05,RU,1719748139
500,dolores hidalgo cuna de la independencia nacional,21.1561,-100.9308,15.53,86,100,3.65,MX,1719748145
501,itaituba,-4.2761,-55.9836,26.09,89,0,0.0,BR,1719748147
502,sharypovo,55.5403,89.2008,22.2,82,97,3.15,RU,1719748149
503,escarcega,18.6089,-90.7454,23.31,99,100,2.23,MX,1719748152
504,kertih,4.5141,103.4483,29.01,79,40,1.03,MY,1719748154
505,las heras,-46.5419,-68.9359,-1.23,89,21,5.51,AR,1719748157
506,qamdo,31.1667,97.2333,8.62,72,93,0.95,CN,1719748160
507,la'ie,21.6477,-157.9253,24.5,79,5,2.68,US,1719748162
508,kourou,5.1552,-52.6478,27.03,88,41,2.35,GF,1719748165
509,weiler-simmerberg,47.5833,9.9333,21.12,67,98,3.47,DE,1719748168
510,kenora,49.8167,-94.4337,11.54,76,0,3.6,CA,1719748170
511,pucon,-39.2822,-71.9543,3.49,84,86,2.1,CL,1719748173
512,sulak,43.2734,47.5146,26.77,47,15,6.56,RU,1719748175
513,sisimiut,66.9395,-53.6735,4.7,85,98,2.11,GL,1719748178
514,monte carmelo,-18.7247,-47.4986,21.94,41,3,0.74,BR,1719748180
515,pechora,65.1472,57.2244,17.47,88,89,5.38,RU,1719748183
516,bengkulu,-3.8004,102.2655,25.9,87,69,1.77,ID,1719747975
517,quatre cocos,-20.2078,57.7625,24.06,69,50,6.82,MU,1719748187
518,brindisi,40.5833,17.6667,36.36,31,0,3.91,IT,1719748189
519,rabaul,-4.1967,152.1721,26.83,79,69,4.75,PG,1719748194
520,pundong,-7.9522,110.3486,25.74,86,65,4.15,ID,1719748198
521,vorkuta,67.5,64.0,11.98,69,72,7.42,RU,1719748200
522,reggane,26.7158,0.1714,47.6,4,0,6.31,DZ,1719748203
523,det udom,14.906,105.0784,31.9,75,100,3.15,TH,1719748206
524,sao vicente,-23.9631,-46.3919,18.1,70,100,1.34,BR,1719748208
525,zakamensk,50.3741,103.2863,23.53,48,11,1.49,RU,1719748211
526,nar'yan-mar,67.6713,53.087,12.83,54,100,4.96,RU,1719748214
527,olyokminsk,60.3736,120.4264,24.42,56,84,2.28,RU,1719748216
528,egilsstadir,65.2653,-14.3948,16.95,48,0,4.63,IS,1719748219
529,leava,-14.3,-178.1667,27.02,80,56,9.39,WF,1719748222
530,kuqa,41.7278,82.9364,34.06,18,54,1.33,CN,1719748224
531,ad darb,17.7229,42.2526,42.36,22,35,14.79,SA,1719748227
532,behompy,-23.2496,43.8557,27.08,29,0,4.19,MG,1719748229
533,three points,32.0767,-111.3137,28.27,51,83,2.29,US,1719748232
534,ariquemes,-9.9133,-63.0408,22.86,66,56,2.57,BR,1719748234
535,banda aceh,5.5577,95.3222,28.03,70,93,1.74,ID,1719747732
536,sabang,5.8933,95.3214,29.46,64,100,3.41,ID,1719748242
537,nema,57.5067,50.5011,24.55,39,69,3.91,RU,1719748244
538,thul,28.2403,68.7759,46.24,21,0,6.32,PK,1719748250
539,jiuquan,39.7432,98.5174,24.52,35,70,3.6,CN,1719748253
540,cockburn town,21.4612,-71.1419,28.36,78,78,7.32,TC,1719748255
541,usogorsk,63.4106,48.6872,24.74,54,30,4.16,RU,1719748257
542,vung tau,10.346,107.0843,28.95,76,69,4.99,VN,1719748259
543,chauk,20.8833,94.8167,30.98,58,96,8.52,MM,1719748261
544,zarghun shahr,32.8473,68.4457,33.87,12,1,2.64,AF,1719748262
545,dawson creek,55.7666,-120.2362,9.8,87,0,0.0,CA,1719748264
546,san fernando de apure,7.8878,-67.4724,23.99,95,99,1.92,VE,1719748266
547,excelsior springs,39.3392,-94.2261,19.43,87,1,4.42,US,1719748268
548,yelizovo,53.1873,158.3805,17.08,72,75,2.0,RU,1719748270
549,ta`u,-14.2336,-169.5144,26.94,76,83,7.88,AS,1719748271
550,arsk,56.0915,49.8778,23.7,44,99,3.95,RU,1719748275
551,ginir,7.1333,40.7,25.01,40,18,7.07,ET,1719748277
552,yatou,37.15,122.3833,22.91,89,2,2.15,CN,1719748278
553,moranbah,-22.0016,148.0466,19.51,74,48,3.87,AU,1719748280
554,steinbach,50.1667,8.5667,20.74,77,75,4.63,DE,1719748282
555,daru,-9.0763,143.2092,25.34,87,92,7.95,PG,1719748284
556,constitucion,-35.3333,-72.4167,7.47,59,3,2.92,CL,1719748286
557,novyy urengoy,66.0833,76.6333,13.31,64,75,4.9,RU,1719748287
558,bemidji,47.4736,-94.8803,7.81,100,0,0.0,US,1719748289
559,magway,20.15,94.9167,30.28,64,100,5.11,MM,1719748291
560,ilabaya,-17.4208,-70.5133,17.29,41,2,1.12,PE,1719748293
561,astara,38.5,48.6667,23.39,52,19,3.62,AZ,1719748295
562,lazaro cardenas,17.9583,-102.2,24.75,87,100,1.2,MX,1719748296
563,san martin de los andes,-40.1604,-71.3486,-1.92,98,57,2.22,AR,1719748298
564,cooma,-36.2333,149.1333,2.13,94,23,1.78,AU,1719748300
565,al khums,32.6486,14.2619,29.16,53,0,5.05,LY,1719748302
566,nohar,29.1833,74.7667,39.85,29,25,3.72,IN,1719748303
567,laojunmiao,39.8333,97.7333,20.65,36,79,3.88,CN,1719748305
568,makoua,0.0069,15.6333,36.16,29,86,1.27,CG,1719748307
569,abadeh,31.1608,52.6506,35.3,10,0,7.48,IR,1719748309
570,samraong,12.4526,105.5873,29.0,70,99,1.93,KH,1719748030
571,eregli,37.5133,34.0467,27.11,24,70,2.49,TR,1719748312
572,revda,56.801,59.9303,19.47,40,48,5.16,RU,1719748314
573,at taj,24.2049,23.2857,36.49,17,28,6.05,LY,1719748316
574,kabalo,-6.05,26.9167,34.73,21,58,2.98,CD,1719748317
575,midvagur,62.0511,-7.1939,12.46,82,75,7.2,FO,1719748319
